origin,profile,basis,global_delta,block_delta,row_delta,delta,spectral_delta_audit,output_bound_kwh,polynomial_output_error_kwh,degree,conclusive,fallback_count_batch,initial_relative_residual
19,1,rjd,239.8915091451803,40.60826944730269,49.984436074723384,40.60826944730269,,inf,108.71952620174149,12,False,0,0.3561067978922916
19,2,rjd,7.26486161270518,3.7259474686388723,4.643240681519092,3.7259474686388723,,inf,44.702716769958926,12,False,0,0.3593117487417633
19,3,rjd,7.338533157800313,3.875159387112102,4.781775638347436,3.875159387112102,,inf,61.759507067241145,12,False,0,0.39431713219491915
19,4,rjd,7.518718277584245,4.177343040389393,5.076061297102738,4.177343040389393,,inf,60.464563223609105,12,False,0,0.4115961173383563
19,5,rjd,7.749157322013977,4.431643801705244,5.345421785361648,4.431643801705244,,inf,65.11633700069089,12,False,0,0.42543329414754066
19,6,rjd,7.920661219964798,3.9088366386071076,4.8636559311199035,3.9088366386071076,,inf,61.8550196140219,12,False,0,0.3912574566359565
19,7,rjd,7.92873996954075,3.7428009010233376,4.794706513085756,3.7428009010233376,,inf,58.06862993613372,12,False,0,0.4171022385483289
19,8,rjd,7.9607202630759675,3.750950921589175,4.95551685632989,3.750950921589175,,inf,69.60341052116466,12,False,0,0.3687145319105667
19,9,rjd,7.117197377893698,3.594388149379764,4.546150583944807,3.594388149379764,,inf,60.95896567170061,12,False,0,0.3816775630177
19,10,rjd,8.073983143753091,3.9683186449300454,5.146273468523288,3.9683186449300454,,inf,69.1009800471573,12,False,0,0.44647617484196683
