step,method,macro,fine,trigger
77,M0,3.1712629589525494,0.0,2.2589994220646687
77,M1,3.1712629589525494,15.99825204525373,15.805451582905466
77,M2,3.1712629589525494,15.99825204525373,15.805451582905466
77,M3,3.1712629589525494,15.99825204525373,15.805451582905466
77,M3_fixed,3.1712629589525494,15.99825204525373,15.805451582905466
77,M4,3.1712629589525494,16.847003873170298,15.805451582905466
78,M0,2.2384797673112393,0.0,15.805451582905466
78,M1,2.2384797673112393,7.392915045515836,12.644361266324374
78,M2,2.2384797673112393,11.186594812346177,12.644361266324374
78,M3,2.2384797673112393,9.283139178503532,12.644361266324374
78,M3_fixed,2.2384797673112393,9.283139178503532,12.644361266324374
78,M4,2.2384797673112393,35.491397185164544,12.644361266324374
79,M0,2.9691925179411394,0.0,12.644361266324374
79,M1,2.9691925179411394,3.3189009993583296,10.1154890130595
79,M2,2.9691925179411394,7.697087227006082,10.1154890130595
79,M3,2.9691925179411394,5.971103163316862,10.1154890130595
79,M3_fixed,2.9691925179411394,5.971103163316862,10.1154890130595
79,M4,2.9691925179411394,17.980249769224702,10.1154890130595
80,M0,3.091551543742806,0.0,10.1154890130595
80,M1,3.091551543742806,8.456576342144476,10.03543360079947
80,M2,3.091551543742806,8.456576342144476,10.03543360079947
80,M3,3.091551543742806,10.328307678925311,10.03543360079947
80,M3_fixed,3.091551543742806,10.328307678925311,10.03543360079947
80,M4,3.091551543742806,19.502636185772054,10.03543360079947
81,M0,3.448177246794404,0.0,10.03543360079947
81,M1,3.448177246794404,3.9771324981564056,8.028346880639576
81,M2,3.448177246794404,6.528397855696808,8.028346880639576
81,M3,3.448177246794404,6.553043553168215,8.028346880639576
81,M3_fixed,3.448177246794404,6.553043553168215,8.028346880639576
81,M4,3.448177246794404,18.48832030740887,8.028346880639576
82,M0,3.195252917306117,0.0,8.028346880639576
82,M1,3.195252917306117,4.996580234993399,6.422677504511661
82,M2,3.195252917306117,7.683332135947957,6.422677504511661
82,M3,3.195252917306117,6.332612461717113,6.422677504511661
82,M3_fixed,3.195252917306117,6.332612461717113,6.422677504511661
82,M4,3.195252917306117,16.31204039032476,6.422677504511661
83,M0,3.684191740291473,0.0,6.422677504511661
83,M1,3.684191740291473,5.956206695439675,7.798940663121396
83,M2,3.684191740291473,24.333063334543237,7.798940663121396
83,M3,3.684191740291473,6.164985605556768,7.798940663121396
83,M3_fixed,3.684191740291473,6.164985605556768,7.798940663121396
83,M4,3.684191740291473,24.333063334543237,7.798940663121396
84,M0,2.337038044499472,0.0,7.798940663121396
84,M1,2.337038044499472,5.0217855536868505,9.260938084183968
84,M2,2.337038044499472,5.15074725498692,9.260938084183968
84,M3,2.337038044499472,10.223240212765775,9.260938084183968
84,M3_fixed,2.337038044499472,10.223240212765775,9.260938084183968
84,M4,2.337038044499472,22.426773548503785,9.260938084183968
85,M0,3.128433926967609,0.0,9.260938084183968
85,M1,3.128433926967609,5.08363396710064,7.408750467347175
85,M2,3.128433926967609,11.27937423872651,7.408750467347175
85,M3,3.128433926967609,7.605228872950828,7.408750467347175
85,M3_fixed,3.128433926967609,7.605228872950828,7.408750467347175
85,M4,3.128433926967609,20.818680389271687,7.408750467347175
86,M0,1.9047342368700055,0.0,7.408750467347175
86,M1,1.9047342368700055,4.190663816792276,6.08396422505961
86,M2,1.9047342368700055,12.494313255757213,6.08396422505961
86,M3,1.9047342368700055,12.78075728496042,6.08396422505961
86,M3_fixed,1.9047342368700055,12.78075728496042,6.08396422505961
86,M4,1.9047342368700055,12.78075728496042,6.08396422505961
87,M0,2.8428812336714153,0.0,6.08396422505961
87,M1,2.8428812336714153,6.156438808294714,9.023610188342403
87,M2,2.8428812336714153,9.901551472396136,9.023610188342403
87,M3,2.8428812336714153,6.156438808294714,9.023610188342403
87,M3_fixed,2.8428812336714153,6.156438808294714,9.023610188342403
87,M4,2.8428812336714153,14.67218463901494,9.023610188342403
88,M0,1.7929268636968712,0.0,9.023610188342403
88,M1,1.7929268636968712,2.1005161866886106,7.218888150673923
88,M2,1.7929268636968712,5.738868779949443,7.218888150673923
88,M3,1.7929268636968712,9.960605707838953,7.218888150673923
88,M3_fixed,1.7929268636968712,9.960605707838953,7.218888150673923
88,M4,1.7929268636968712,13.204043340822254,7.218888150673923
89,M0,2.394398129535037,0.0,7.218888150673923
89,M1,2.394398129535037,4.413220390495351,5.775110520539139
89,M2,2.394398129535037,19.165812736012,5.775110520539139
89,M3,2.394398129535037,19.165812736012,5.775110520539139
89,M3_fixed,2.394398129535037,19.165812736012,5.775110520539139
89,M4,2.394398129535037,19.165812736012,5.775110520539139
90,M0,1.636433873250791,0.0,5.775110520539139
90,M1,1.636433873250791,2.7772205458964656,4.620088416431311
90,M2,1.636433873250791,8.010210265803856,4.620088416431311
90,M3,1.636433873250791,9.491425372017831,4.620088416431311
90,M3_fixed,1.636433873250791,9.491425372017831,4.620088416431311
90,M4,1.636433873250791,15.596303224368162,4.620088416431311
91,M0,2.0706107163687575,0.0,4.620088416431311
91,M1,2.0706107163687575,3.565905646001057,3.696070733145049
91,M2,2.0706107163687575,4.53655683478991,3.696070733145049
91,M3,2.0706107163687575,4.149016316105383,3.696070733145049
91,M3_fixed,2.0706107163687575,4.149016316105383,3.696070733145049
91,M4,2.0706107163687575,15.162762890698495,3.696070733145049
92,M0,2.9542659270268206,0.0,3.696070733145049
92,M1,2.9542659270268206,2.772835093938557,2.9568565865160394
92,M2,2.9542659270268206,13.149134218036536,2.9568565865160394
92,M3,2.9542659270268206,5.0961703902028574,2.9568565865160394
92,M3_fixed,2.9542659270268206,5.0961703902028574,2.9568565865160394
92,M4,2.9542659270268206,13.149134218036536,2.9568565865160394
93,M0,2.4387545959185393,0.0,2.9568565865160394
93,M1,2.4387545959185393,10.17921716386767,8.745369299667686
93,M2,2.4387545959185393,10.17921716386767,8.745369299667686
93,M3,2.4387545959185393,10.17921716386767,8.745369299667686
93,M3_fixed,2.4387545959185393,10.17921716386767,8.745369299667686
93,M4,2.4387545959185393,28.29172099721347,8.745369299667686
94,M0,1.8492085908378826,0.0,8.745369299667686
94,M1,1.8492085908378826,1.8424749598507826,6.9962954397341495
94,M2,1.8492085908378826,23.653906771867778,6.9962954397341495
94,M3,1.8492085908378826,3.2546438725365716,6.9962954397341495
94,M3_fixed,1.8492085908378826,3.2546438725365716,6.9962954397341495
94,M4,1.8492085908378826,23.653906771867778,6.9962954397341495
95,M0,2.2150829976377002,0.0,6.9962954397341495
95,M1,2.2150829976377002,3.9287504637660855,5.59703635178732
95,M2,2.2150829976377002,6.948744602809575,5.59703635178732
95,M3,2.2150829976377002,3.9287504637660855,5.59703635178732
95,M3_fixed,2.2150829976377002,3.9287504637660855,5.59703635178732
95,M4,2.2150829976377002,27.028729130014312,5.59703635178732
