episode,ever_affected_households,uniform_one_set_miss_probability,caveat
b04_delayed_1.0,60,0.5523106857633769,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b04_delayed_3.0,60,0.5523106857633769,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b04_ramp_1.0,32,0.729394582361772,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b04_ramp_3.0,32,0.729394582361772,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b04_none_0.0,0,1.0,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b04_sensor_fault_3.0,31,0.7366495988287374,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b05_regional_1.0,4121,6.131522164671562e-79,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b05_regional_3.0,4121,6.131522164671562e-79,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b05_localized_1.0,31,0.7366495988287374,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b05_localized_3.0,31,0.7366495988287374,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b05_cancel_exact_1.0,58,0.5634271171888072,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b05_cancel_exact_3.0,58,0.5634271171888072,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b05_cancel_approx_1.0,64,0.5307160447780657,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b05_cancel_approx_3.0,64,0.5307160447780657,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b05_delayed_1.0,56,0.5747617264374902,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b05_delayed_3.0,56,0.5747617264374902,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b05_ramp_1.0,32,0.729394582361772,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b05_ramp_3.0,32,0.729394582361772,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b05_none_0.0,0,1.0,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b05_sensor_fault_3.0,31,0.7366495988287374,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b06_regional_1.0,4092,6.836626034474295e-71,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b06_regional_3.0,4092,6.836626034474295e-71,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b06_localized_1.0,32,0.729394582361772,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b06_localized_3.0,32,0.729394582361772,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b06_cancel_exact_1.0,64,0.5307160447780657,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b06_cancel_exact_3.0,64,0.5307160447780657,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b06_cancel_approx_1.0,58,0.5634271171888072,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b06_cancel_approx_3.0,58,0.5634271171888072,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b06_delayed_1.0,62,0.5414083355138737,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b06_delayed_3.0,62,0.5414083355138737,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b06_ramp_1.0,28,0.7588396316776411,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b06_ramp_3.0,28,0.7588396316776411,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b06_none_0.0,0,1.0,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b06_sensor_fault_3.0,32,0.729394582361772,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b07_regional_1.0,4088,5.016282462660535e-70,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b07_regional_3.0,4088,5.016282462660535e-70,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b07_localized_1.0,32,0.729394582361772,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b07_localized_3.0,32,0.729394582361772,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b07_cancel_exact_1.0,62,0.5414083355138737,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b07_cancel_exact_3.0,62,0.5414083355138737,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b07_cancel_approx_1.0,60,0.5523106857633769,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b07_cancel_approx_3.0,60,0.5523106857633769,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b07_delayed_1.0,62,0.5414083355138737,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b07_delayed_3.0,62,0.5414083355138737,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b07_ramp_1.0,32,0.729394582361772,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b07_ramp_3.0,32,0.729394582361772,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b07_none_0.0,0,1.0,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
b07_sensor_fault_3.0,31,0.7366495988287374,Event-wide K reference only; native/current availability varies. No independent-step multiplication.
