episode,background,week,family,magnitude,method,event_duration,detected,correct_group_detected,delay_steps,missed,negative_steps,negative_alarms,matched_background_detected,matched_background_group_detected,detection_minus_matched_background,localization_minus_matched_background,peak_score_in_detection_window,median_negative_score,negative_alarm_rate,any_negative_alarm,event_alarm_steps,correct_house_instances,false_house_instances,correct_house_unique,false_house_unique,affected_households,house_localization_recall,false_group_instances,first_informative_read_step,first_macro_alarm_step,local_detection_step,zero_effect
b00_cancel_exact_1.0,0,0,cancel_exact,1.0,M4,24,True,False,1,False,24,9,True,False,0,0,1.0713598705614298,0.7574539949508327,0.375,True,2,0,1,0,1,60,0.0,2,0.0,13.0,,False
b00_cancel_exact_3.0,0,0,cancel_exact,3.0,M0,24,True,False,2,False,24,3,True,False,0,0,1.1559617825218556,0.5737486118708028,0.125,True,3,0,0,0,0,60,0.0,3,,2.0,,False
b00_cancel_exact_3.0,0,0,cancel_exact,3.0,M1,24,False,False,7,True,24,1,False,False,0,0,0.8180347499617995,0.40602233512316654,0.041666666666666664,True,1,0,0,0,0,60,0.0,1,0.0,13.0,,False
b00_cancel_exact_3.0,0,0,cancel_exact,3.0,M2,24,True,False,2,False,24,1,True,False,0,0,1.1215104802891482,0.46204256352757594,0.041666666666666664,True,2,0,1,0,1,60,0.0,2,0.0,13.0,,False
b00_cancel_exact_3.0,0,0,cancel_exact,3.0,M3,24,False,False,7,True,24,2,False,False,0,0,0.97322251742721,0.5264826133825913,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,13.0,,False
b00_cancel_exact_3.0,0,0,cancel_exact,3.0,M3_fixed,24,False,False,7,True,24,2,False,False,0,0,0.97322251742721,0.5264826133825913,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,13.0,,False
b00_cancel_exact_3.0,0,0,cancel_exact,3.0,M4,24,True,False,1,False,24,9,True,False,0,0,1.0713598705614298,0.7574539949508327,0.375,True,2,0,1,0,1,60,0.0,2,0.0,13.0,,False
b00_cancel_approx_1.0,0,0,cancel_approx,1.0,M0,24,False,False,7,True,24,3,False,False,0,0,0.885963666939535,0.5073396221157807,0.125,True,3,0,0,0,0,64,0.0,3,,6.0,,False
b00_cancel_approx_1.0,0,0,cancel_approx,1.0,M1,24,False,False,7,True,24,1,False,False,0,0,0.6269662870506005,0.3648519871697963,0.041666666666666664,True,1,0,0,0,0,64,0.0,1,1.0,17.0,,False
b00_cancel_approx_1.0,0,0,cancel_approx,1.0,M2,24,False,False,7,True,24,1,False,False,0,0,0.7134708745181465,0.4085630792502417,0.041666666666666664,True,2,0,1,0,1,64,0.0,2,0.0,17.0,,False
b00_cancel_approx_1.0,0,0,cancel_approx,1.0,M3,24,False,False,7,True,24,2,False,False,0,0,0.8464637677259109,0.5149908385494724,0.08333333333333333,True,1,0,0,0,0,64,0.0,1,0.0,17.0,,False
b00_cancel_approx_1.0,0,0,cancel_approx,1.0,M3_fixed,24,False,False,7,True,24,2,False,False,0,0,0.8464637677259109,0.5149908385494724,0.08333333333333333,True,1,0,0,0,0,64,0.0,1,0.0,17.0,,False
b00_cancel_approx_1.0,0,0,cancel_approx,1.0,M4,24,True,False,0,False,24,7,True,False,0,0,1.0772449548975418,0.639745555464093,0.2916666666666667,True,4,0,3,0,1,64,0.0,4,0.0,17.0,,False
b00_cancel_approx_3.0,0,0,cancel_approx,3.0,M0,24,False,False,7,True,24,3,False,False,0,0,0.8857474786058993,0.5075031234790898,0.125,True,3,0,0,0,0,64,0.0,3,,6.0,,False
b00_cancel_approx_3.0,0,0,cancel_approx,3.0,M1,24,False,False,7,True,24,1,False,False,0,0,0.6268132979361469,0.3649119964828679,0.041666666666666664,True,1,0,0,0,0,64,0.0,1,1.0,17.0,,False
b00_cancel_approx_3.0,0,0,cancel_approx,3.0,M2,24,False,False,7,True,24,1,False,False,0,0,0.7132967769956233,0.40869474769785197,0.041666666666666664,True,2,0,1,0,1,64,0.0,2,0.0,17.0,,False
b00_cancel_approx_3.0,0,0,cancel_approx,3.0,M3,24,False,False,7,True,24,2,False,False,0,0,0.8463482161563678,0.5150374284831976,0.08333333333333333,True,1,0,0,0,0,64,0.0,1,0.0,17.0,,False
b00_cancel_approx_3.0,0,0,cancel_approx,3.0,M3_fixed,24,False,False,7,True,24,2,False,False,0,0,0.8463482161563678,0.5150374284831976,0.08333333333333333,True,1,0,0,0,0,64,0.0,1,0.0,17.0,,False
b00_cancel_approx_3.0,0,0,cancel_approx,3.0,M4,24,True,False,0,False,24,7,True,False,0,0,1.0772449548975418,0.6397559348726889,0.2916666666666667,True,4,0,3,0,1,64,0.0,4,0.0,17.0,,False
b00_delayed_1.0,0,0,delayed,1.0,M0,24,True,False,3,False,24,3,True,False,0,0,1.1529434310102151,0.5638546246242084,0.125,True,3,0,0,0,0,60,0.0,4,,3.0,,False
b00_delayed_1.0,0,0,delayed,1.0,M1,24,False,False,7,True,24,1,False,False,0,0,0.8158987654842377,0.3990206976073172,0.041666666666666664,True,1,0,0,0,0,60,0.0,1,2.0,14.0,,False
b00_delayed_1.0,0,0,delayed,1.0,M2,24,True,False,3,False,24,1,True,False,0,0,1.1211972988546934,0.4540748872032365,0.041666666666666664,True,2,0,1,0,1,60,0.0,2,0.0,14.0,,False
b00_delayed_1.0,0,0,delayed,1.0,M3,24,False,False,7,True,24,2,False,False,0,0,0.9706813195251216,0.5259027099141356,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,14.0,,False
b00_delayed_1.0,0,0,delayed,1.0,M3_fixed,24,False,False,7,True,24,2,False,False,0,0,0.9706813195251216,0.5259027099141356,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,14.0,,False
b00_delayed_1.0,0,0,delayed,1.0,M4,24,True,False,2,False,24,9,True,False,0,0,1.0712667158705405,0.7561457779750086,0.375,True,2,0,1,0,1,60,0.0,2,0.0,14.0,,False
b00_delayed_3.0,0,0,delayed,3.0,M0,24,True,False,3,False,24,3,True,False,0,0,1.150719051115468,0.5638546246242084,0.125,True,3,0,0,0,0,60,0.0,4,,3.0,,False
b00_delayed_3.0,0,0,delayed,3.0,M1,24,False,False,7,True,24,1,False,False,0,0,0.8143246476556621,0.3990206976073172,0.041666666666666664,True,1,0,0,0,0,60,0.0,1,2.0,14.0,,False
b00_delayed_3.0,0,0,delayed,3.0,M2,24,True,False,3,False,24,1,True,False,0,0,1.1209664992001394,0.4540748872032365,0.041666666666666664,True,2,0,1,0,1,60,0.0,2,0.0,14.0,,False
b00_delayed_3.0,0,0,delayed,3.0,M3,24,False,False,7,True,24,2,False,False,0,0,0.9688085788916402,0.525414720477162,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,14.0,,False
b00_delayed_3.0,0,0,delayed,3.0,M3_fixed,24,False,False,7,True,24,2,False,False,0,0,0.9688085788916402,0.525414720477162,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,14.0,,False
b00_delayed_3.0,0,0,delayed,3.0,M4,24,True,False,2,False,24,9,True,False,0,0,1.0711980653436826,0.7569423497550729,0.375,True,2,0,1,0,1,60,0.0,2,0.0,14.0,,False
b00_ramp_1.0,0,0,ramp,1.0,M0,24,True,False,2,False,24,3,True,False,0,0,1.1555674600166073,0.5737486118708028,0.125,True,3,0,0,0,0,32,0.0,3,,2.0,,False
b00_ramp_1.0,0,0,ramp,1.0,M1,24,False,False,7,True,24,1,False,False,0,0,0.8177557013661951,0.40602233512316654,0.041666666666666664,True,1,0,0,0,0,32,0.0,0,2.0,13.0,,False
b00_ramp_1.0,0,0,ramp,1.0,M2,24,True,False,2,False,24,1,True,False,0,0,1.1214936449668895,0.46204256352757594,0.041666666666666664,True,2,0,1,0,1,32,0.0,1,1.0,13.0,,False
b00_ramp_1.0,0,0,ramp,1.0,M3,24,False,False,7,True,24,2,False,False,0,0,0.972890531070015,0.5275457200800145,0.08333333333333333,True,1,0,0,0,0,32,0.0,0,1.0,13.0,,False
b00_ramp_1.0,0,0,ramp,1.0,M3_fixed,24,False,False,7,True,24,2,False,False,0,0,0.972890531070015,0.5275457200800145,0.08333333333333333,True,1,0,0,0,0,32,0.0,0,1.0,13.0,,False
b00_ramp_1.0,0,0,ramp,1.0,M4,24,True,False,1,False,24,9,True,False,0,0,1.0713598705614298,0.7585356615176501,0.375,True,2,0,1,0,1,32,0.0,1,1.0,13.0,,False
b00_ramp_3.0,0,0,ramp,3.0,M0,24,True,False,2,False,24,3,True,False,0,0,1.1547788150061118,0.5740398390987276,0.125,True,3,0,0,0,0,32,0.0,3,,2.0,,False
b00_ramp_3.0,0,0,ramp,3.0,M1,24,False,False,7,True,24,1,False,False,0,0,0.8171976041749871,0.4062284267052409,0.041666666666666664,True,1,0,0,0,0,32,0.0,0,2.0,13.0,,False
b00_ramp_3.0,0,0,ramp,3.0,M2,24,True,False,2,False,24,1,True,False,0,0,1.1214599743223723,0.4622770902387092,0.041666666666666664,True,2,0,1,0,1,32,0.0,1,1.0,13.0,,False
b00_ramp_3.0,0,0,ramp,3.0,M3,24,False,False,7,True,24,2,False,False,0,0,0.9722265583556262,0.5300811407740991,0.08333333333333333,True,1,0,0,0,0,32,0.0,0,1.0,13.0,,False
b00_ramp_3.0,0,0,ramp,3.0,M3_fixed,24,False,False,7,True,24,2,False,False,0,0,0.9722265583556262,0.5300811407740991,0.08333333333333333,True,1,0,0,0,0,32,0.0,0,1.0,13.0,,False
b00_ramp_3.0,0,0,ramp,3.0,M4,24,True,False,1,False,24,9,True,False,0,0,1.0713598705614298,0.7670169424988091,0.375,True,2,0,1,0,1,32,0.0,1,1.0,13.0,,False
b00_none_0.0,0,0,none,0.0,M0,0,True,False,4,False,48,6,True,False,0,0,1.1559617825218542,0.5638546246242084,0.125,True,0,0,0,0,0,0,,0,,,,True
b00_none_0.0,0,0,none,0.0,M1,0,False,False,7,True,48,2,False,False,0,0,0.8180347499617987,0.3990206976073172,0.041666666666666664,True,0,0,0,0,0,0,,0,,,,True
b00_none_0.0,0,0,none,0.0,M2,0,True,False,4,False,48,3,True,False,0,0,1.1215104802891482,0.4540748872032365,0.0625,True,0,0,0,0,0,0,,0,,,,True
b00_none_0.0,0,0,none,0.0,M3,0,False,False,7,True,48,3,False,False,0,0,0.9732225174272088,0.5206519552451028,0.0625,True,0,0,0,0,0,0,,0,,,,True
b00_none_0.0,0,0,none,0.0,M3_fixed,0,False,False,7,True,48,3,False,False,0,0,0.9732225174272088,0.5206519552451028,0.0625,True,0,0,0,0,0,0,,0,,,,True
b00_none_0.0,0,0,none,0.0,M4,0,True,False,3,False,48,11,True,False,0,0,1.0713598705614298,0.6513583698200176,0.22916666666666666,True,0,0,0,0,0,0,,0,,,,True
b00_sensor_fault_3.0,0,0,sensor_fault,3.0,M0,12,True,True,0,False,36,5,True,False,0,1,1.2224449014515075,0.5020553627878035,0.1388888888888889,True,2,0,0,0,0,32,0.0,1,,0.0,0.0,False
b00_sensor_fault_3.0,0,0,sensor_fault,3.0,M1,12,False,False,7,True,36,2,False,False,0,0,0.865082587003307,0.36852473507979877,0.05555555555555555,True,0,0,0,0,0,32,0.0,0,2.0,,,False
b00_sensor_fault_3.0,0,0,sensor_fault,3.0,M2,12,True,False,5,False,36,2,True,False,0,0,1.1226911489992109,0.41233810407954563,0.05555555555555555,True,1,0,1,0,1,32,0.0,1,0.0,,,False
b00_sensor_fault_3.0,0,0,sensor_fault,3.0,M3,12,True,True,0,False,36,3,False,False,1,1,1.0291957073279805,0.46128701315658943,0.08333333333333333,True,1,0,0,0,0,32,0.0,0,0.0,0.0,0.0,False
b00_sensor_fault_3.0,0,0,sensor_fault,3.0,M3_fixed,12,True,True,0,False,36,3,False,False,1,1,1.0291957073279805,0.46128701315658943,0.08333333333333333,True,1,0,0,0,0,32,0.0,0,0.0,0.0,0.0,False
b00_sensor_fault_3.0,0,0,sensor_fault,3.0,M4,12,True,True,0,False,36,9,True,False,0,1,1.0762724412186773,0.5581556338408671,0.25,True,2,0,2,0,1,32,0.0,2,0.0,0.0,0.0,False
b01_regional_1.0,1,0,regional,1.0,M0,12,False,False,7,True,36,4,False,False,0,0,0.7418817141297591,0.6223346213439598,0.1111111111111111,True,1,0,0,0,0,4162,0.0,0,,8.0,,False
b01_regional_1.0,1,0,regional,1.0,M1,12,False,False,7,True,36,2,False,False,0,0,0.5250044004010094,0.46305821226424493,0.05555555555555555,True,1,0,0,0,0,4162,0.0,0,0.0,8.0,,False
b01_regional_1.0,1,0,regional,1.0,M2,12,False,False,7,True,36,2,False,False,0,0,0.597440973169507,0.5251561060556729,0.05555555555555555,True,1,0,0,0,0,4162,0.0,0,0.0,8.0,,False
b01_regional_1.0,1,0,regional,1.0,M3,12,False,False,7,True,36,2,False,False,0,0,0.6246019551644881,0.5528588475352982,0.05555555555555555,True,1,0,0,0,0,4162,0.0,0,0.0,8.0,,False
b01_regional_1.0,1,0,regional,1.0,M3_fixed,12,False,False,7,True,36,2,False,False,0,0,0.6246019551644881,0.5528588475352982,0.05555555555555555,True,1,0,0,0,0,4162,0.0,0,0.0,8.0,,False
b01_regional_1.0,1,0,regional,1.0,M4,12,False,False,7,True,36,2,False,False,0,0,0.6253341833419258,0.5840269847046307,0.05555555555555555,True,1,0,0,0,0,4162,0.0,0,0.0,8.0,,False
b01_regional_3.0,1,0,regional,3.0,M0,12,True,True,0,False,36,5,False,False,1,1,1.762973646033078,0.6208985888943866,0.1388888888888889,True,2,0,0,0,0,4162,0.0,0,,0.0,0.0,False
b01_regional_3.0,1,0,regional,3.0,M1,12,True,True,0,False,36,3,False,False,1,1,1.2475963544189614,0.4607699148970112,0.08333333333333333,True,2,0,0,0,0,4162,0.0,0,0.0,0.0,0.0,False
b01_regional_3.0,1,0,regional,3.0,M2,12,True,True,0,False,36,3,False,False,1,1,1.419731300418564,0.5182891113144217,0.08333333333333333,True,2,0,0,0,0,4162,0.0,0,0.0,0.0,0.0,False
b01_regional_3.0,1,0,regional,3.0,M3,12,True,True,0,False,36,3,False,False,1,1,1.4842754110841023,0.5483163781094555,0.08333333333333333,True,2,0,0,0,0,4162,0.0,0,0.0,0.0,0.0,False
b01_regional_3.0,1,0,regional,3.0,M3_fixed,12,True,True,0,False,36,3,False,False,1,1,1.4842754110841023,0.5483163781094555,0.08333333333333333,True,2,0,0,0,0,4162,0.0,0,0.0,0.0,0.0,False
b01_regional_3.0,1,0,regional,3.0,M4,12,True,True,0,False,36,3,False,False,1,1,1.4860154445087297,0.5830717581555832,0.08333333333333333,True,2,0,0,0,0,4162,0.0,0,0.0,0.0,0.0,False
b01_localized_1.0,1,0,localized,1.0,M0,12,False,False,7,True,36,4,False,False,0,0,0.3835174901671656,0.6310691935968324,0.1111111111111111,True,1,0,0,0,0,30,0.0,3,,10.0,,False
b01_localized_1.0,1,0,localized,1.0,M1,12,False,False,7,True,36,2,False,False,0,0,0.335742964397905,0.4650736444733252,0.05555555555555555,True,1,0,0,0,0,30,0.0,1,,10.0,,False
b01_localized_1.0,1,0,localized,1.0,M2,12,False,False,7,True,36,2,False,False,0,0,0.3088485107383605,0.5292413750006705,0.05555555555555555,True,1,0,0,0,0,30,0.0,1,2.0,10.0,,False
b01_localized_1.0,1,0,localized,1.0,M3,12,False,False,7,True,36,2,False,False,0,0,0.5003124079968223,0.5555434555674837,0.05555555555555555,True,1,0,0,0,0,30,0.0,1,0.0,10.0,,False
b01_localized_1.0,1,0,localized,1.0,M3_fixed,12,False,False,7,True,36,2,False,False,0,0,0.5003124079968223,0.5555434555674837,0.05555555555555555,True,1,0,0,0,0,30,0.0,1,0.0,10.0,,False
b01_localized_1.0,1,0,localized,1.0,M4,12,False,False,7,True,36,2,False,False,0,0,0.5132823104825925,0.5759379432438566,0.05555555555555555,True,1,0,0,0,0,30,0.0,1,0.0,10.0,,False
b01_localized_3.0,1,0,localized,3.0,M0,12,False,False,7,True,36,4,False,False,0,0,0.4772498243837446,0.6572915217252457,0.1111111111111111,True,1,0,0,0,0,30,0.0,3,,10.0,,False
b01_localized_3.0,1,0,localized,3.0,M1,12,False,False,7,True,36,2,False,False,0,0,0.3377334325944187,0.4853197806894467,0.05555555555555555,True,1,0,0,0,0,30,0.0,1,,10.0,,False
b01_localized_3.0,1,0,localized,3.0,M2,12,False,False,7,True,36,2,False,False,0,0,0.3843316179578058,0.546250384250877,0.05555555555555555,True,1,0,0,0,0,30,0.0,1,2.0,10.0,,False
b01_localized_3.0,1,0,localized,3.0,M3,12,False,False,7,True,36,2,False,False,0,0,0.5002222086501493,0.5797551931560971,0.05555555555555555,True,1,0,0,0,0,30,0.0,1,0.0,10.0,,False
b01_localized_3.0,1,0,localized,3.0,M3_fixed,12,False,False,7,True,36,2,False,False,0,0,0.5002222086501493,0.5797551931560971,0.05555555555555555,True,1,0,0,0,0,30,0.0,1,0.0,10.0,,False
b01_localized_3.0,1,0,localized,3.0,M4,12,False,False,7,True,36,2,False,False,0,0,0.5132454173781377,0.5877959665204389,0.05555555555555555,True,1,0,0,0,0,30,0.0,1,0.0,10.0,,False
b01_cancel_exact_1.0,1,0,cancel_exact,1.0,M0,24,False,False,7,True,24,4,False,False,0,0,0.6133261395585385,0.6975813150919645,0.16666666666666666,True,1,0,0,0,0,60,0.0,3,,9.0,,False
b01_cancel_exact_1.0,1,0,cancel_exact,1.0,M1,24,False,False,7,True,24,2,False,False,0,0,0.4340300023797014,0.5410898614056905,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,2.0,9.0,,False
b01_cancel_exact_1.0,1,0,cancel_exact,1.0,M2,24,False,False,7,True,24,2,False,False,0,0,0.4939145401608594,0.5617656451369464,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,9.0,,False
b01_cancel_exact_1.0,1,0,cancel_exact,1.0,M3,24,False,False,7,True,24,2,False,False,0,0,0.5163689825825083,0.5977700258643053,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,9.0,,False
b01_cancel_exact_1.0,1,0,cancel_exact,1.0,M3_fixed,24,False,False,7,True,24,2,False,False,0,0,0.5163689825825083,0.5977700258643053,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,9.0,,False
b01_cancel_exact_1.0,1,0,cancel_exact,1.0,M4,24,False,False,7,True,24,2,False,False,0,0,0.5169743279802859,0.587993252400507,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,9.0,,False
b01_cancel_exact_3.0,1,0,cancel_exact,3.0,M0,24,False,False,7,True,24,4,False,False,0,0,0.6133261395585385,0.6975813150919645,0.16666666666666666,True,1,0,0,0,0,60,0.0,3,,9.0,,False
b01_cancel_exact_3.0,1,0,cancel_exact,3.0,M1,24,False,False,7,True,24,2,False,False,0,0,0.4340300023797014,0.5410898614056905,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,2.0,9.0,,False
b01_cancel_exact_3.0,1,0,cancel_exact,3.0,M2,24,False,False,7,True,24,2,False,False,0,0,0.4939145401608594,0.5617656451369464,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,9.0,,False
b01_cancel_exact_3.0,1,0,cancel_exact,3.0,M3,24,False,False,7,True,24,2,False,False,0,0,0.5163689825825083,0.5977700258643048,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,9.0,,False
b01_cancel_exact_3.0,1,0,cancel_exact,3.0,M3_fixed,24,False,False,7,True,24,2,False,False,0,0,0.5163689825825083,0.5977700258643048,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,9.0,,False
b01_cancel_exact_3.0,1,0,cancel_exact,3.0,M4,24,False,False,7,True,24,2,False,False,0,0,0.5169743279802859,0.5879932524005071,0.08333333333333333,True,1,0,0,0,0,60,0.0,1,0.0,9.0,,False
b01_cancel_approx_1.0,1,0,cancel_approx,1.0,M0,24,False,False,7,True,24,4,False,False,0,0,0.3353743881413777,0.697361577888659,0.16666666666666666,True,1,0,0,0,0,64,0.0,3,,10.0,,False
b01_cancel_approx_1.0,1,0,cancel_approx,1.0,M1,24,False,False,7,True,24,2,False,False,0,0,0.3360710958097505,0.5407950398106219,0.08333333333333333,True,1,0,0,0,0,64,0.0,1,1.0,10.0,,False
b01_cancel_approx_1.0,1,0,cancel_approx,1.0,M2,24,False,False,7,True,24,2,False,False,0,0,0.2700786351936792,0.5615886896923196,0.08333333333333333,True,1,0,0,0,0,64,0.0,1,0.0,10.0,,False
b01_cancel_approx_1.0,1,0,cancel_approx,1.0,M3,24,False,False,7,True,24,2,False,False,0,0,0.5006125879231624,0.5978714496745439,0.08333333333333333,True,1,0,0,0,0,64,0.0,1,0.0,10.0,,False
b01_cancel_approx_1.0,1,0,cancel_approx,1.0,M3_fixed,24,False,False,7,True,24,2,False,False,0,0,0.5006125879231624,0.5978714496745439,0.08333333333333333,True,1,0,0,0,0,64,0.0,1,0.0,10.0,,False
b01_cancel_approx_1.0,1,0,cancel_approx,1.0,M4,24,False,False,7,True,24,2,False,False,0,0,0.5134353966213323,0.587808035293842,0.08333333333333333,True,1,0,0,0,0,64,0.0,1,0.0,10.0,,False
