episode,background,family,magnitude,onset,duration,probe_hits_steps,first_probe_hits,fine_hits_steps,first_fine_hits,affected_probe_winners_steps,first_affected_probe_winners,affected_top_group_steps,first_affected_top_group,affected_active_steps,first_affected_active,trigger_steps,first_trigger,ranking_changed_steps,first_ranking_changed,trigger_changed_steps,first_trigger_changed,action_changed_steps,first_action_changed,read_identity_changed_steps,first_read_identity_changed,first_exposed_value_difference,max_exposed_value_difference,first_exposed_probe_difference,max_exposed_probe_difference,first_innovation_difference,max_innovation_difference,first_score_difference,max_score_difference,first_assimilation_value_difference,max_assimilation_value_difference,max_affected_probe_z,max_score,score_reproduction_max,budget_block_steps,requested,read,assimilated
b05_ramp_1.0,5,ramp,1.0,11,24,10,12.0,21,12.0,3,12.0,4,12.0,0,,0,,14,19.0,0,,0,,0,,12.0,0.2697487209077829,12.0,0.22928641277161543,12.0,1.0340603235983958,13.0,0.6824164242049366,12.0,0.2697487209077829,2.658217110068837,11.054679408436346,6.217248937900877e-15,0,10032,9853,9853
b05_ramp_3.0,5,ramp,3.0,11,24,10,12.0,21,12.0,4,12.0,4,12.0,0,,0,,18,17.0,0,,0,,0,,12.0,0.8092461627233485,12.0,0.6878592383148461,12.0,2.3287944418591247,13.0,2.413190098677085,12.0,0.8092461627233485,4.210746737974921,11.073984824152417,7.993605777301127e-15,0,10032,9853,9853
b05_regional_1.0,5,regional,1.0,10,12,12,10.0,12,10.0,12,10.0,12,10.0,0,,0,,8,14.0,0,,0,,0,,10.0,0.12561691523506902,10.0,0.12561691523506902,10.0,0.5640405727790033,10.0,0.3486854999547795,10.0,0.12561691523506902,9.970031243985755,9.678703415738651,6.217248937900877e-15,0,10032,9853,9853
b05_regional_3.0,5,regional,3.0,10,12,12,10.0,12,10.0,12,10.0,12,10.0,0,,0,,12,10.0,0,,0,,0,,10.0,0.37685074570520705,10.0,0.37685074570520705,10.0,1.7216895386815116,10.0,1.0460564998643278,10.0,0.37685074570520705,10.160440511951732,9.72943200670868,7.105427357601002e-15,0,10032,9853,9853
b05_sensor_fault_3.0,5,sensor_fault,3.0,8,12,5,9.0,11,8.0,5,9.0,0,,0,,0,,11,9.0,0,,0,,0,,8.0,1.6505431691871886,9.0,1.1710939675524727,9.0,2.7393486712555615,9.0,2.893265457481694,8.0,1.6505431691871886,4.7234128232865125,10.322169390679983,7.105427357601002e-15,0,10032,9853,9853
b06_none_0.0,6,none,0.0,9,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,1.0658141036401503e-14,0,10032,9789,9789
b06_cancel_approx_1.0,6,cancel_approx,1.0,7,24,11,7.0,21,7.0,9,7.0,2,22.0,0,,0,,19,9.0,0,,0,,0,,7.0,0.22012126684849842,7.0,0.19312867066830974,7.0,0.9905364817974607,8.0,0.5281166229722407,7.0,0.22012126684849842,3.1063039053864454,11.025888638596367,1.0658141036401503e-14,0,10032,9789,9789
b06_cancel_approx_3.0,6,cancel_approx,3.0,7,24,11,7.0,21,7.0,10,7.0,2,22.0,0,,0,,23,8.0,0,,0,,0,,7.0,0.6603638005454953,7.0,0.35920000076293945,7.0,2.5992496290224087,8.0,2.198256953467177,7.0,0.6603638005454953,3.814498001649232,11.013114629603734,8.881784197001252e-15,0,10032,9789,9789
b06_cancel_exact_1.0,6,cancel_exact,1.0,7,24,9,11.0,23,7.0,7,11.0,9,9.0,0,,0,,8,17.0,0,,0,,0,,7.0,0.22098299650694275,11.0,0.22098299650694275,11.0,0.9874734609141185,13.0,1.30021597777748,7.0,0.22098299650694275,5.639272082152852,11.04265420407348,1.0658141036401503e-14,0,10032,9789,9789
b06_cancel_exact_3.0,6,cancel_exact,3.0,7,24,9,11.0,23,7.0,8,11.0,9,9.0,0,,0,,8,17.0,0,,0,,0,,7.0,0.5935676857475931,11.0,0.5350461352024942,11.0,2.962420382742359,13.0,3.237675520991897,7.0,0.5935676857475931,5.30877017555344,11.04265420407348,1.0658141036401503e-14,0,10032,9789,9789
b06_delayed_1.0,6,delayed,1.0,9,24,11,9.0,24,9.0,7,9.0,0,,0,,0,,4,17.0,0,,0,,0,,9.0,0.22717160744939324,9.0,0.13435212736088797,9.0,0.7209928947385162,11.0,0.05781964069254819,9.0,0.22717160744939324,2.400749459315698,11.008057490723983,7.993605777301127e-15,0,10032,9789,9789
b06_delayed_3.0,6,delayed,3.0,9,24,11,9.0,24,9.0,8,9.0,0,,0,,0,,9,16.0,0,,0,,0,,9.0,0.44107513946644517,9.0,0.40305638208266403,9.0,2.19431041223116,11.0,0.10840723552814602,9.0,0.44107513946644517,3.874066976808342,10.981481748356453,7.993605777301127e-15,0,10032,9789,9789
b06_localized_1.0,6,localized,1.0,9,12,2,15.0,8,9.0,0,,4,9.0,0,,0,,4,15.0,0,,0,,0,,9.0,0.3889740973636193,15.0,0.04618472233389834,10.0,0.8661524070203167,10.0,0.16458157712182975,9.0,0.3889740973636193,0.9167448875336436,7.261962978837307,6.217248937900877e-15,0,10032,9789,9789
b06_localized_3.0,6,localized,3.0,9,12,2,15.0,8,9.0,2,15.0,7,9.0,0,,0,,7,14.0,0,,0,,0,,9.0,1.1669222920908577,15.0,0.138554167001695,10.0,2.8008271431142577,10.0,1.4763252565464868,9.0,1.1669222920908577,2.8514196236275846,7.218664393888241,8.881784197001252e-15,0,10032,9789,9789
b06_ramp_1.0,6,ramp,1.0,11,24,7,15.0,21,12.0,2,15.0,0,,0,,0,,15,20.0,0,,0,,0,,12.0,0.30414345961487355,15.0,0.23172761063753478,13.0,0.6704080450058638,13.0,0.07213030320547187,12.0,0.30414345961487355,2.000694448806769,11.06538294579411,1.0658141036401503e-14,0,10032,9789,9789
b06_ramp_3.0,6,ramp,3.0,11,24,7,15.0,21,12.0,3,21.0,0,,0,,0,,19,16.0,0,,0,,0,,12.0,0.9124303788446211,15.0,0.6951828319126045,13.0,2.011224135017593,13.0,1.2847849602080117,12.0,0.9124303788446211,3.341510538818498,11.110840429235388,1.5987211554602254e-14,0,10032,9789,9789
b06_regional_1.0,6,regional,1.0,11,12,12,11.0,12,11.0,12,11.0,12,11.0,0,,0,,10,13.0,0,,0,,0,,11.0,0.12561691523506902,11.0,0.12561691523506902,11.0,0.5858870692384003,11.0,0.4007706261480921,11.0,0.12561691523506902,6.204933040492601,7.134467813229113,9.325873406851315e-15,0,10032,9789,9789
b06_regional_3.0,6,regional,3.0,11,12,12,11.0,12,11.0,12,11.0,12,11.0,0,,0,,11,12.0,0,,0,,0,,11.0,0.37685074570520705,11.0,0.37685074570520705,11.0,1.2176989889911105,11.0,1.2023118784442541,11.0,0.37685074570520705,6.121194965854876,6.987481779641003,8.881784197001252e-15,0,10032,9789,9789
b06_sensor_fault_3.0,6,sensor_fault,3.0,9,20,5,9.0,15,9.0,5,9.0,1,18.0,0,,0,,19,9.0,0,,0,,0,,9.0,1.498189997458442,9.0,1.1106419824160356,9.0,2.8807456547125008,9.0,1.8014307293954022,9.0,1.498189997458442,3.9568484998271716,10.615775344154374,1.0658141036401503e-14,0,10032,9789,9789
b07_none_0.0,7,none,0.0,9,0,0,,0,,0,,0,,0,,0,,0,,0,,0,,0,,,0.0,,0.0,,0.0,,0.0,,0.0,0.0,0.0,3.552713678800501e-15,0,10032,9783,9783
b07_cancel_approx_1.0,7,cancel_approx,1.0,8,24,12,8.0,22,8.0,5,8.0,3,10.0,0,,2,19.0,0,,0,,0,,0,,8.0,0.29480541851686226,8.0,0.16582213945024843,8.0,0.6910705074665844,9.0,0.016123323380671906,8.0,0.29480541851686226,2.0191883252548735,19.220153126466823,5.329070518200751e-15,0,10032,9783,9783
b07_cancel_approx_3.0,7,cancel_approx,3.0,8,24,12,8.0,22,8.0,6,8.0,3,10.0,0,,2,19.0,0,,0,,0,,0,,8.0,0.36880001425743103,8.0,0.35264000892639163,8.0,1.7585453927460948,9.0,0.26655428774683987,8.0,0.36880001425743103,2.3670134393200897,19.217048571329062,3.1086244689504383e-15,0,10032,9783,9783
b07_cancel_exact_1.0,7,cancel_exact,1.0,8,24,13,11.0,24,8.0,7,11.0,0,,0,,2,19.0,0,,0,,0,,0,,8.0,0.2907171542167589,11.0,0.17983088568789984,11.0,0.9926196758519574,,2.220446049250313e-15,8.0,0.2907171542167589,1.4118772359327274,19.226954700870266,3.552713678800501e-15,0,10032,9783,9783
b07_cancel_exact_3.0,7,cancel_exact,3.0,8,24,13,11.0,24,8.0,8,11.0,0,,0,,2,19.0,0,,0,,0,,0,,8.0,0.6760000586509705,11.0,0.17999999225139618,11.0,1.4760576197576947,26.0,0.14086013784461437,8.0,0.6760000586509705,2.140860137844615,19.226954700870266,3.9968028886505635e-15,0,10032,9783,9783
b07_delayed_1.0,7,delayed,1.0,7,24,10,8.0,21,7.0,6,9.0,0,,0,,2,19.0,10,19.0,0,,0,,0,,7.0,0.18316648834839921,8.0,0.07523265538340773,8.0,0.6331946761047206,9.0,0.13305055547159306,7.0,0.18316648834839921,3.244749507937969,19.202352607408475,3.9968028886505635e-15,0,10032,9783,9783
b07_delayed_3.0,7,delayed,3.0,7,24,10,8.0,21,7.0,6,9.0,0,,0,,2,19.0,11,19.0,0,,0,,0,,7.0,0.4167180001293036,8.0,0.09512681765624997,8.0,1.2431580348539892,9.0,0.12432288808778758,7.0,0.4167180001293036,3.2360218405541636,19.182976714835874,7.105427357601002e-15,0,10032,9783,9783
b07_localized_1.0,7,localized,1.0,10,20,4,13.0,14,10.0,0,,0,,0,,2,19.0,1,29.0,0,,0,,0,,10.0,0.16884882367239307,13.0,0.10319999605417252,11.0,0.7770800486167972,13.0,0.09716205700569303,10.0,0.16884882367239307,2.1370865616913233,19.199141932428187,3.9968028886505635e-15,0,10032,9783,9783
b07_localized_3.0,7,localized,3.0,10,20,4,13.0,14,10.0,0,,0,,0,,2,19.0,1,29.0,0,,0,,0,,10.0,0.35760000348091125,13.0,0.10319999605417252,11.0,0.7665847218491739,13.0,0.12497244507588912,10.0,0.35760000348091125,2.1265912349237,19.192379202035085,5.329070518200751e-15,0,10032,9783,9783
b07_ramp_1.0,7,ramp,1.0,7,24,7,9.0,16,8.0,2,12.0,0,,0,,2,19.0,11,19.0,0,,0,,0,,8.0,0.20448874619597035,9.0,0.15383959139863387,9.0,0.9301912524423265,9.0,0.10143227305090141,8.0,0.20448874619597035,0.754791669194095,19.20463693037099,3.552713678800501e-15,0,10032,9783,9783
b07_ramp_3.0,7,ramp,3.0,7,24,7,9.0,16,8.0,3,12.0,0,,0,,2,19.0,12,19.0,0,,0,,0,,8.0,0.613466238587911,9.0,0.4615187741959016,9.0,2.424298533866545,9.0,0.3042968191527107,8.0,0.613466238587911,2.584222060150809,19.160001389372447,5.329070518200751e-15,0,10032,9783,9783
b07_regional_1.0,7,regional,1.0,7,12,12,7.0,12,7.0,12,7.0,12,7.0,0,,0,,11,8.0,0,,0,,0,,7.0,0.13802946327247098,7.0,0.09042586508797168,7.0,0.5947331557089742,7.0,0.2633158509772253,7.0,0.13802946327247098,4.042165642187376,2.4186222980792866,7.549516567451064e-15,0,10032,9783,9783
b07_regional_3.0,7,regional,3.0,7,12,12,7.0,12,7.0,12,7.0,12,7.0,0,,0,,11,8.0,0,,0,,0,,7.0,0.41408838981741297,7.0,0.271277595263915,7.0,1.4624534774085534,7.0,0.7899475529316748,7.0,0.41408838981741297,4.223235569643449,2.661339495001593,5.329070518200751e-15,0,10032,9783,9783
b07_sensor_fault_3.0,7,sensor_fault,3.0,10,12,4,14.0,8,10.0,3,14.0,3,16.0,0,,2,19.0,7,14.0,0,,0,,0,,10.0,1.533675191410536,14.0,1.533675191410536,11.0,2.7163574356871205,13.0,3.0064108638912845,10.0,1.533675191410536,3.835000062325069,19.419235677453205,6.217248937900877e-15,0,10032,9783,9783
