episode,phase,background,family,method,horizon,level,forecast_phase,mae,mse,coverage,width,adjusted_coverage,adjusted_width
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M0,2,regional,during,42.30302572013938,3555.6506819217902,0.75,118.39675958446948,0.875,159.9169499952837
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M0,12,affected,after,0.138727937286004,0.06771841693479917,0.9106699751861042,0.576608946937927,0.8970223325062034,0.5320891744131658
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M0,12,affected,during,0.1939116048570308,0.09838785682942143,0.7397360703812317,0.5766106201579896,0.716275659824047,0.5320907184445002
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M0,12,group,after,5.741609742782847,51.86083533503438,0.8557692307692307,21.690354624464934,0.9567307692307693,29.049030259893478
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M0,12,group,during,7.006364769142724,64.46321118580715,0.84375,21.69521314342448,0.9744318181818182,29.05553708132252
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M0,12,household,after,0.1242452689313971,0.05270907973593079,0.9157681001789704,0.546370128642192,0.9022385845213746,0.5041850845657021
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M0,12,household,during,0.11559687307354652,0.054193330018381516,0.9174584873099602,0.5465640141699968,0.9047163684048687,0.5043640002605906
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M0,12,regional,after,80.97494691674707,10258.633613085276,0.8846153846153846,307.9803073356665,0.9615384615384616,405.5505005450574
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M0,12,regional,during,109.18999738983776,13536.545903479717,0.8636363636363636,308.0421597287639,1.0,405.63194818434823
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,2,affected,after,0.11387159206388692,0.04797145767454543,0.9223790322580645,0.5482438987469417,0.9193548387096774,0.5224546105546097
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,2,affected,before,0.14080905779768083,0.07873007331710387,0.9153225806451613,0.5490844733419047,0.9032258064516129,0.5232556446813137
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,2,affected,during,0.18844968531912495,0.08776854899855425,0.7190860215053764,0.5494978881324761,0.7009408602150536,0.5236496125191668
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,2,group,after,4.104969815514357,26.983616321142108,0.7421875,11.040369461621234,0.86328125,14.360142268714448
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,2,group,before,3.1229533578886666,15.884731958599364,0.84375,11.107805621134544,0.90625,14.447856076484486
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,2,group,during,3.2903904428480306,19.55681632869084,0.8072916666666666,11.053789009088744,0.9114583333333334,14.377596993530055
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,2,household,after,0.10969806892176241,0.04382575239322516,0.920546856970521,0.5161916759903551,0.9134084356612985,0.4919101182292485
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,2,household,before,0.1384656524999393,0.061810666032684,0.8918325230258938,0.5196824285939985,0.8804908879246547,0.4952366664977242
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,2,household,during,0.11499425286614963,0.05358434508119076,0.9030781526256892,0.5164306302535246,0.8943381554997957,0.4921378321295582
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,2,regional,after,52.69568586092044,4287.288192043559,0.625,106.24234579686603,0.75,140.22693159146945
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,2,regional,before,22.988815795308298,792.610900593417,1.0,107.67178886753166,1.0,142.11362200837138
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,2,regional,during,40.16611749181403,2521.1270816514775,0.6666666666666666,106.53022832091024,0.75,140.60690139261365
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,12,affected,after,0.13784731729773358,0.06936974422612564,0.9069478908188586,0.5691883513018469,0.8939205955334988,0.5260352316757848
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,12,affected,during,0.1916620256101342,0.09339127042530747,0.7390029325513197,0.5693264397250399,0.7074780058651027,0.5261628508997552
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,12,group,after,5.043270543704868,39.405635480166296,0.8605769230769231,19.18341618986231,0.90625,21.66467990429286
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,12,group,during,4.869633319595871,37.75768013161605,0.8892045454545454,19.263421965857642,0.9204545454545454,21.755033963772075
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,12,household,after,0.1212923702025077,0.05078169282744256,0.9146422423599234,0.538126002348849,0.9008358899968792,0.49732788042639303
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,12,household,during,0.11170788551382344,0.0527761609269716,0.9155167170380177,0.5386848354841606,0.9020873725040356,0.497844345524685
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,12,regional,after,66.92737079524804,7015.21517254373,0.8076923076923077,263.0123993636562,0.8846153846153846,288.06603595634556
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M2,12,regional,during,69.23506289483834,6757.748465242615,0.9090909090909091,264.4027886961858,0.9090909090909091,289.5888688890393
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,2,affected,after,0.11274848761411438,0.04798283434553308,0.9284274193548386,0.5495921152176327,0.9223790322580645,0.5210096372930735
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,2,affected,before,0.13476643548273026,0.07634578040338502,0.9274193548387097,0.5519858736358885,0.9153225806451613,0.5232789042107198
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,2,affected,during,0.1899491098069075,0.0941699094576031,0.7278225806451614,0.5482539255883268,0.7083333333333334,0.5197410425041581
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,2,group,after,4.203250065852107,27.390962737630012,0.71875,11.055727472878344,0.86328125,14.572314363909006
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,2,group,before,3.108369214719269,15.9932247712871,0.8203125,11.108006412722775,0.8984375,14.641222099550449
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,2,group,during,3.4787845074745367,21.07542663816818,0.7760416666666666,11.046604131407294,0.8984375,14.560289085582314
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,2,household,after,0.11008117250306289,0.04431187256034517,0.9206068989677395,0.5170725412438594,0.9127036684017988,0.4901812993823455
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,2,household,before,0.13670167373098877,0.061126954286729235,0.8916831112508232,0.5197482959179398,0.8811515193737828,0.4927178968582315
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,2,household,during,0.11501570929754308,0.05290582219834219,0.9027582358086637,0.5158732133862363,0.8933882074722089,0.4890443446211799
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,2,regional,after,55.661158742050894,4381.249614426319,0.375,106.57455659184242,0.8125,150.10445850860378
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,2,regional,before,25.866407134555075,889.6473220790643,1.0,107.66350883965865,1.0,151.63818844121974
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,2,regional,during,41.899132440764156,2840.7209644238574,0.6666666666666666,106.38477374155666,0.8333333333333334,149.83715970026375
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,12,affected,after,0.13774817499713743,0.0670101135661595,0.9057071960297767,0.5689716871429048,0.8964019851116625,0.5266406028271949
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,12,affected,during,0.19159408105151476,0.09483137289930789,0.7434017595307918,0.56939698726667,0.7170087976539589,0.5270342609276303
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,12,group,after,5.322864568806016,41.80116180072312,0.8725961538461539,19.189787845510253,0.90625,21.344834959614197
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,12,group,during,5.2943096302627435,41.86456104088464,0.8892045454545454,19.256360490013616,0.9147727272727273,21.41888382983565
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,12,household,after,0.12267789898516192,0.05092142808524032,0.9138669950654299,0.5380897177631108,0.8998668297656659,0.4980562297587668
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,12,household,during,0.11190233499705199,0.05262404641462832,0.915145811456162,0.5386679968806338,0.9031456006342137,0.4985914853258478
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,12,regional,after,72.83541317834137,7645.086516428915,0.9230769230769231,263.12671218483337,0.9230769230769231,273.5937345429694
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3,12,regional,during,77.75182006309377,7861.62870774681,0.8636363636363636,264.27826660308125,0.9090909090909091,274.7910971033946
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,2,affected,after,0.11370703573932402,0.04888223050973678,0.9254032258064516,0.553018967874462,0.9183467741935484,0.524009858255286
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,2,affected,before,0.12361195820494579,0.0702347236041651,0.9254032258064516,0.5295259385766797,0.9112903225806451,0.5017491770355549
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,2,affected,during,0.18636146192421912,0.08755570972062955,0.7405913978494624,0.5462636337816208,0.7150537634408601,0.5176088813158108
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,2,group,after,4.24666671618366,27.493108776413326,0.70703125,11.075777893683206,0.87109375,14.448301976529907
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,2,group,before,3.0325588257535725,15.14007678907252,0.828125,11.114119129952064,0.9140625,14.498317945167365
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,2,group,during,3.5688745674643347,22.52550698836286,0.7864583333333334,11.086469795262273,0.8671875,14.462249513596879
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,2,household,after,0.1103711676125101,0.04472671401170859,0.9204569109598691,0.5187233185547857,0.9120887211843306,0.4915132182072069
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,2,household,before,0.13754245945195234,0.06130032474064226,0.8920130488120201,0.5213426285240821,0.880881245668907,0.4939951299054857
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,2,household,during,0.11522893746320739,0.053843031660839404,0.902618163021779,0.5184531286328439,0.8927280922856426,0.4912572013417405
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,2,regional,after,56.68224280664864,4421.03113045847,0.5,106.94649051959996,0.8125,152.27410151137929
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,2,regional,before,19.624994038773437,599.1043496065461,1.0,107.72943155579854,1.0,153.38887996034276
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,2,regional,during,45.38678156707838,3189.211010754359,0.6666666666666666,107.2091469191245,0.8333333333333334,152.64808075136645
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,12,affected,after,0.13742325521875992,0.06675254720391668,0.9075682382133995,0.5695795214978074,0.8957816377171215,0.5254291389617041
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,12,affected,during,0.19082477272867165,0.0936757843400155,0.7390029325513197,0.5685974380913463,0.7155425219941349,0.524523180760664
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,12,group,after,4.772725410667899,33.850066879510976,0.9134615384615384,19.31031373571247,0.9326923076923077,20.951903511908952
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,12,group,during,4.741983953942846,37.449021798107644,0.8835227272727273,19.370444356116426,0.9147727272727273,21.01714589864889
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,12,household,after,0.12229621579848682,0.050900653309815906,0.9140054189517431,0.538680510520183,0.899506889568471,0.49692523367724406
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,12,household,during,0.11114511732717523,0.05282315225995031,0.9149385343446658,0.5392034259229704,0.9025127485295754,0.4974076158196251
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,12,regional,after,63.97472813663458,5634.80445204547,1.0,265.28901917003765,1.0,282.5096262560346
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b,12,regional,during,66.07692387600235,6687.449086471615,0.8181818181818182,266.3376701197244,0.8636363636363636,283.6263478934242
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,2,affected,after,0.11370703573932402,0.04888223050973678,0.9254032258064516,0.553018967874462,0.9183467741935484,0.524009858255286
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,2,affected,before,0.12361195820494579,0.0702347236041651,0.9254032258064516,0.5295259385766797,0.9112903225806451,0.5017491770355549
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,2,affected,during,0.18636146192421912,0.08755570972062955,0.7405913978494624,0.5462636337816208,0.7150537634408601,0.5176088813158108
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,2,group,after,4.24666671618366,27.493108776413326,0.70703125,11.075777893683206,0.87109375,14.448301976529907
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,2,group,before,3.0325588257535725,15.14007678907252,0.828125,11.114119129952064,0.9140625,14.498317945167365
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,2,group,during,3.5688745674643347,22.52550698836286,0.7864583333333334,11.086469795262273,0.8671875,14.462249513596879
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,2,household,after,0.1103711676125101,0.04472671401170859,0.9204569109598691,0.5187233185547857,0.9120887211843306,0.4915132182072069
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,2,household,before,0.13754245945195234,0.06130032474064226,0.8920130488120201,0.5213426285240821,0.880881245668907,0.4939951299054857
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,2,household,during,0.11522893746320739,0.053843031660839404,0.902618163021779,0.5184531286328439,0.8927280922856426,0.4912572013417405
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,2,regional,after,56.68224280664864,4421.03113045847,0.5,106.94649051959996,0.8125,152.27410151137929
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,2,regional,before,19.624994038773437,599.1043496065461,1.0,107.72943155579854,1.0,153.38887996034276
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,2,regional,during,45.38678156707838,3189.211010754359,0.6666666666666666,107.2091469191245,0.8333333333333334,152.64808075136645
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,12,affected,after,0.13742325521875992,0.06675254720391668,0.9075682382133995,0.5695795214978074,0.8957816377171215,0.5254291389617041
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,12,affected,during,0.19082477272867165,0.0936757843400155,0.7390029325513197,0.5685974380913463,0.7155425219941349,0.524523180760664
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,12,group,after,4.772725410667899,33.850066879510976,0.9134615384615384,19.31031373571247,0.9326923076923077,20.951903511908952
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,12,group,during,4.741983953942846,37.449021798107644,0.8835227272727273,19.370444356116426,0.9147727272727273,21.01714589864889
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,12,household,after,0.12229621579848682,0.050900653309815906,0.9140054189517431,0.538680510520183,0.899506889568471,0.49692523367724406
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,12,household,during,0.11114511732717523,0.05282315225995031,0.9149385343446658,0.5392034259229704,0.9025127485295754,0.4974076158196251
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,12,regional,after,63.97472813663458,5634.80445204547,1.0,265.28901917003765,1.0,282.5096262560346
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M3b_fixed,12,regional,during,66.07692387600235,6687.449086471615,0.8181818181818182,266.3376701197244,0.8636363636363636,283.6263478934242
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,2,affected,after,0.10370892883140832,0.03906299864875086,0.9264112903225806,0.5083693260917856,0.9183467741935484,0.48114686416897967
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,2,affected,before,0.11893853447973303,0.0608510116471832,0.9173387096774193,0.5087747158052253,0.907258064516129,0.4815305458338184
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,2,affected,during,0.14513483935979504,0.05751771464680935,0.8004032258064516,0.5083694998336146,0.784274193548387,0.4811470286071782
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,2,group,after,3.406428096039516,18.73076644998842,0.765625,10.552836769804445,0.88671875,13.957555286801522
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,2,group,before,2.9958543321142503,14.925505505324018,0.8046875,10.558899826899353,0.9140625,13.965574500635222
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,2,group,during,3.1592346995567198,18.63666526849004,0.796875,10.553743209078593,0.8854166666666666,13.958754175456681
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,2,household,after,0.10189064631443578,0.03929873346530442,0.9151332941031461,0.4763698982024004,0.9060753034690664,0.45086096060642034
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,2,household,before,0.11867570551019713,0.04923530580240326,0.8960326551732045,0.4769650783359239,0.8860412361445651,0.4514242696814623
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,2,household,during,0.10219806385874818,0.0441972134036884,0.9043879951427115,0.47648726812678116,0.894957830001439,0.45097204553653936
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,2,regional,after,39.710893201617765,2192.0520587646124,0.5625,97.03359186592186,0.875,137.27956119487797
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,2,regional,before,15.119444128041195,413.7853341032278,1.0,97.0708125884032,1.0,137.3322197057229
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,2,regional,during,36.261868384736324,2294.8552129453224,0.625,97.02444198423991,0.8333333333333334,137.2666162783998
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,12,affected,after,0.13471192260544854,0.06563943514521313,0.9094292803970223,0.565194867286129,0.8939205955334988,0.5245340899492115
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,12,affected,during,0.18778008548798605,0.08765914175291302,0.7390029325513197,0.5652204100625086,0.716275659824047,0.524557795148495
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,12,group,after,4.7058395428360456,33.0796468416846,0.8798076923076923,18.269599144588827,0.8966346153846154,19.163569838726687
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,12,group,during,4.689874374276327,33.639941463449865,0.8977272727272727,18.27395966559216,0.9176136363636364,19.16814372938073
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,12,household,after,0.121066106016225,0.04994010003685549,0.9134148032661672,0.5335684985053085,0.9001160162374806,0.4951829589906076
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,12,household,during,0.11136375511873015,0.051432885208885185,0.9145240796004185,0.5337636979648425,0.902305646805053,0.4953641155735697
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,12,regional,after,64.54984446396534,5352.121241117513,0.9230769230769231,246.6066396776274,0.9230769230769231,243.75466380255529
fresh_b00_cancel_exact_3.0,fresh,0,cancel_exact,M4,12,regional,during,66.18868180468127,5785.645017774757,0.8636363636363636,246.65523374485426,0.8636363636363636,243.802695885289
fresh_b00_delayed_3.0,fresh,0,delayed,M0,2,affected,after,0.10814103750074124,0.048104422523836184,0.9445488721804512,0.5655267278300747,0.9389097744360902,0.5396675196834078
fresh_b00_delayed_3.0,fresh,0,delayed,M0,2,affected,before,0.14312278739475778,0.06628537541547688,0.9035714285714287,0.5655192625602554,0.9,0.5396603957696317
fresh_b00_delayed_3.0,fresh,0,delayed,M0,2,affected,during,0.1372605723880888,0.0621447490695062,0.8816964285714285,0.5655164606511341,0.8675595238095238,0.5396577219802748
fresh_b00_delayed_3.0,fresh,0,delayed,M0,2,group,after,4.0036996241313165,28.178758259636478,0.7631578947368421,11.594478084045296,0.8585526315789473,15.221843242090031
fresh_b00_delayed_3.0,fresh,0,delayed,M0,2,group,before,3.0222687704790396,13.764466137033281,0.8875,11.594767729207557,0.9625,15.222223503557933
fresh_b00_delayed_3.0,fresh,0,delayed,M0,2,group,during,3.8065933067718927,26.100070549015697,0.7578125,11.594733361829617,0.8385416666666666,15.222178384248908
fresh_b00_delayed_3.0,fresh,0,delayed,M0,2,household,after,0.10330362654858954,0.042133361549293764,0.9328145963939692,0.5343632351244361,0.9263486452846365,0.5099290051526192
fresh_b00_delayed_3.0,fresh,0,delayed,M0,2,household,before,0.13786149463629618,0.06220383075812201,0.9041239418733656,0.5347370152531934,0.8962984243373375,0.5102856938554986
fresh_b00_delayed_3.0,fresh,0,delayed,M0,2,household,during,0.12873391564569409,0.061026231835558005,0.897185962439175,0.5345903683031465,0.8876956941580008,0.5101457524665133
fresh_b00_delayed_3.0,fresh,0,delayed,M0,2,regional,after,52.349828443552056,4897.3998962075975,0.6842105263157895,118.41540057955251,0.7894736842105263,159.9421281428024
fresh_b00_delayed_3.0,fresh,0,delayed,M0,2,regional,before,16.070497752549272,389.1212607207027,1.0,118.37738212874561,1.0,159.89077712003854
fresh_b00_delayed_3.0,fresh,0,delayed,M0,2,regional,during,45.0460541601881,3694.1964599759826,0.75,118.38635299734892,0.875,159.90289395457765
fresh_b00_delayed_3.0,fresh,0,delayed,M0,12,affected,after,0.12631599491724518,0.058776499479565626,0.9267241379310345,0.5769946251627848,0.9181034482758621,0.5324450745589119
fresh_b00_delayed_3.0,fresh,0,delayed,M0,12,affected,during,0.1224753167701136,0.051617244322430735,0.906015037593985,0.5769956832112846,0.8843984962406016,0.532446050915862
fresh_b00_delayed_3.0,fresh,0,delayed,M0,12,group,after,6.100118304427784,55.65488466342103,0.8448275862068966,21.690928446424593,0.9612068965517241,29.04979875684793
fresh_b00_delayed_3.0,fresh,0,delayed,M0,12,group,during,6.768523895603892,61.488694027298884,0.8717105263157895,21.695104444479664,0.9769736842105263,29.055391505143994
fresh_b00_delayed_3.0,fresh,0,delayed,M0,12,household,after,0.11819056429426877,0.04931214701712462,0.9229181292615221,0.5463682373132619,0.9102090876908957,0.5041833392656087
fresh_b00_delayed_3.0,fresh,0,delayed,M0,12,household,during,0.12257886750641883,0.059136968667706895,0.909603731940425,0.5465975144395963,0.8956831594806096,0.504394913986242
fresh_b00_delayed_3.0,fresh,0,delayed,M0,12,regional,after,88.70804569101877,11428.944322805375,0.8620689655172413,307.99039009534727,0.9655172413793104,405.5637775895242
fresh_b00_delayed_3.0,fresh,0,delayed,M0,12,regional,during,105.51902876807131,12622.92210000882,0.9473684210526315,308.0365364207929,1.0,405.62454337531324
fresh_b00_delayed_3.0,fresh,0,delayed,M2,2,affected,after,0.10939401911229557,0.048453493791733325,0.9379699248120301,0.5494143746545127,0.9342105263157895,0.5235700274992419
fresh_b00_delayed_3.0,fresh,0,delayed,M2,2,affected,before,0.1443559587915438,0.06859958013872633,0.9,0.5497669411597783,0.8857142857142858,0.523906009343498
fresh_b00_delayed_3.0,fresh,0,delayed,M2,2,affected,during,0.13683315333101323,0.0611404489219246,0.8735119047619048,0.5515328127964428,0.8630952380952381,0.5255888147159457
fresh_b00_delayed_3.0,fresh,0,delayed,M2,2,group,after,3.6603118152350707,23.13974060604256,0.7828947368421053,11.042589595156961,0.8848684210526315,14.363029983073956
fresh_b00_delayed_3.0,fresh,0,delayed,M2,2,group,before,3.132617308201838,14.340938943860658,0.8625,11.139496428463072,0.9375,14.489076119294655
fresh_b00_delayed_3.0,fresh,0,delayed,M2,2,group,during,3.517314940623061,21.692940463931034,0.7838541666666666,11.053858671785347,0.8932291666666666,14.377687603381247
fresh_b00_delayed_3.0,fresh,0,delayed,M2,2,household,after,0.10032639416132413,0.03938125041889482,0.9299604606229177,0.5162302508521642,0.9236966077050797,0.49194687853693236
fresh_b00_delayed_3.0,fresh,0,delayed,M2,2,household,before,0.13794502152513255,0.06203313661289418,0.8967776484243807,0.5209560430283485,0.8862636544898738,0.49645037035255213
fresh_b00_delayed_3.0,fresh,0,delayed,M2,2,household,during,0.1253114554187543,0.058891281968767924,0.8934661686825267,0.5165710995562249,0.8834458803561039,0.49227169378311214
fresh_b00_delayed_3.0,fresh,0,delayed,M2,2,regional,after,46.0699320558947,3641.1450591177017,0.6842105263157895,106.29015852940263,0.7894736842105263,140.2900385637819
fresh_b00_delayed_3.0,fresh,0,delayed,M2,2,regional,before,21.008832972103097,603.8751371634586,1.0,108.3749339663835,1.0,143.0416877333517
fresh_b00_delayed_3.0,fresh,0,delayed,M2,2,regional,during,42.464534067789515,2674.4820077084655,0.6666666666666666,106.52456839589115,0.75,140.5994309822748
fresh_b00_delayed_3.0,fresh,0,delayed,M2,12,affected,after,0.12196569908109393,0.05786405330736918,0.9261083743842364,0.5700018775209431,0.91871921182266,0.5267870802548322
fresh_b00_delayed_3.0,fresh,0,delayed,M2,12,affected,during,0.11838381315370461,0.05003755944144253,0.8966165413533834,0.5703346298737432,0.8787593984962406,0.5270946049267541
